gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
894783722	71e82020-f762-11e1-a439-00145eb45e9a	urn:catalog:OMNH:OCGR:396	Animalia	Chordata	Mammalia	Rodentia	Cricetidae	Graomys	Graomys griseoflavus		SPECIES	Graomys griseoflavus (Waterhouse, 1837)	Graomys griseoflavus		AR	Las Tumanas, along Hwy 510 at crossing of Rio Tumanas	San Juan	PRESENT		609765e0-4ce8-11db-b80e-b8a03c50a862	-30.865151	-67.323055	301.0						1990-04-05	5	4	1990	2438231	2438231	PRESERVED_SPECIMEN	OMNH	OCGR	396	Arg 451			CC0_1_0		Humphrey, RL			2026-03-05T16:01:12.521Z		GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
894783705	71e82020-f762-11e1-a439-00145eb45e9a	urn:catalog:OMNH:OCGR:399	Animalia	Chordata	Mammalia	Chiroptera	Molossidae	Tadarida	Tadarida brasiliensis		SPECIES	Tadarida brasiliensis (I.Geoffroy, 1824)	Tadarida brasiliensis		AR	Las Tumanas, along Hwy 510 at crossing of Rio Tumanas	San Juan	PRESENT		609765e0-4ce8-11db-b80e-b8a03c50a862	-30.865151	-67.323055	301.0						1990-04-05	5	4	1990	2433011	2433011	PRESERVED_SPECIMEN	OMNH	OCGR	399	Arg 454			CC0_1_0		Campbell, ML; Morales, JC; Ojeda, RA; Humphrey, RL			2026-03-05T16:01:12.519Z		GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
894783692	71e82020-f762-11e1-a439-00145eb45e9a	urn:catalog:OMNH:OCGR:391	Animalia	Chordata	Mammalia	Rodentia	Cricetidae	Graomys	Graomys griseoflavus		SPECIES	Graomys griseoflavus (Waterhouse, 1837)	Graomys griseoflavus		AR	Las Tumanas, along Hwy 510 at crossing of Rio Tumanas	San Juan	PRESENT		609765e0-4ce8-11db-b80e-b8a03c50a862	-30.865151	-67.323055							1990-04-05	5	4	1990	2438231	2438231	PRESERVED_SPECIMEN	OMNH	OCGR	391	Arg 446			CC0_1_0		Pescetti, EA			2026-03-05T16:01:12.520Z		GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
894783625	71e82020-f762-11e1-a439-00145eb45e9a	urn:catalog:OMNH:OCGR:400	Animalia	Chordata	Mammalia	Chiroptera	Molossidae	Tadarida	Tadarida brasiliensis		SPECIES	Tadarida brasiliensis (I.Geoffroy, 1824)	Tadarida brasiliensis		AR	Las Tumanas, along Hwy 510 at crossing of Rio Tumanas	San Juan	PRESENT		609765e0-4ce8-11db-b80e-b8a03c50a862	-30.865151	-67.323055							1990-04-05	5	4	1990	2433011	2433011	PRESERVED_SPECIMEN	OMNH	OCGR	400	Arg 455			CC0_1_0		Morales, JC; Ojeda, RA; Campbell, ML; Humprehy, RL			2026-03-05T16:01:12.646Z		GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
894783591	71e82020-f762-11e1-a439-00145eb45e9a	urn:catalog:OMNH:OCGR:394	Animalia	Chordata	Mammalia	Rodentia	Cricetidae	Graomys	Graomys griseoflavus		SPECIES	Graomys griseoflavus (Waterhouse, 1837)	Graomys griseoflavus		AR	Las Tumanas, along Hwy 510 at crossing of Rio Tumanas	San Juan	PRESENT		609765e0-4ce8-11db-b80e-b8a03c50a862	-30.865151	-67.323055	301.0						1990-04-05	5	4	1990	2438231	2438231	PRESERVED_SPECIMEN	OMNH	OCGR	394	Arg 449			CC0_1_0		Humphrey, RL			2026-03-05T16:01:12.520Z		GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
894783576	71e82020-f762-11e1-a439-00145eb45e9a	urn:catalog:OMNH:OCGR:397	Animalia	Chordata	Mammalia	Rodentia	Cricetidae	Graomys	Graomys griseoflavus		SPECIES	Graomys griseoflavus (Waterhouse, 1837)	Graomys griseoflavus		AR	Las Tumanas, along Hwy 510 at crossing of Rio Tumanas	San Juan	PRESENT		609765e0-4ce8-11db-b80e-b8a03c50a862	-30.865151	-67.323055	301.0						1990-04-05	5	4	1990	2438231	2438231	PRESERVED_SPECIMEN	OMNH	OCGR	397	Arg 452			CC0_1_0		Campbell, ML			2026-03-05T16:01:12.518Z		GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
894783489	71e82020-f762-11e1-a439-00145eb45e9a	urn:catalog:OMNH:OCGR:392	Animalia	Chordata	Mammalia	Rodentia	Cricetidae	Graomys	Graomys griseoflavus		SPECIES	Graomys griseoflavus (Waterhouse, 1837)	Graomys griseoflavus		AR	Las Tumanas, along Hwy 510 at crossing of Rio Tumanas	San Juan	PRESENT		609765e0-4ce8-11db-b80e-b8a03c50a862	-30.865151	-67.323055							1990-04-05	5	4	1990	2438231	2438231	PRESERVED_SPECIMEN	OMNH	OCGR	392	Arg 447			CC0_1_0		Pescetti, EA			2026-03-05T16:01:12.520Z		GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
894783440	71e82020-f762-11e1-a439-00145eb45e9a	urn:catalog:OMNH:OCGR:395	Animalia	Chordata	Mammalia	Rodentia	Cricetidae	Graomys	Graomys griseoflavus		SPECIES	Graomys griseoflavus (Waterhouse, 1837)	Graomys griseoflavus		AR	Las Tumanas, along Hwy 510 at crossing of Rio Tumanas	San Juan	PRESENT		609765e0-4ce8-11db-b80e-b8a03c50a862	-30.865151	-67.323055							1990-04-05	5	4	1990	2438231	2438231	PRESERVED_SPECIMEN	OMNH	OCGR	395	Arg 450			CC0_1_0		Humphrey, RL			2026-03-05T16:01:12.520Z		GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
894783426	71e82020-f762-11e1-a439-00145eb45e9a	urn:catalog:OMNH:OCGR:398	Animalia	Chordata	Mammalia	Rodentia	Cricetidae	Graomys	Graomys griseoflavus		SPECIES	Graomys griseoflavus (Waterhouse, 1837)	Graomys griseoflavus		AR	Las Tumanas, along Hwy 510 at crossing of Rio Tumanas	San Juan	PRESENT		609765e0-4ce8-11db-b80e-b8a03c50a862	-30.865151	-67.323055	301.0						1990-04-05	5	4	1990	2438231	2438231	PRESERVED_SPECIMEN	OMNH	OCGR	398	Arg 453			CC0_1_0		Campbell, ML			2026-03-05T16:01:12.519Z		GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
894783408	71e82020-f762-11e1-a439-00145eb45e9a	urn:catalog:OMNH:OCGR:390	Animalia	Chordata	Mammalia	Chiroptera	Vespertilionidae	Myotis	Myotis levis		SPECIES	Myotis levis (I.Geoffroy, 1824)	Myotis levis		AR	Las Tumanas, along Hwy 510 at crossing of Rio Tumanas	San Juan	PRESENT		609765e0-4ce8-11db-b80e-b8a03c50a862	-30.865151	-67.323055	301.0						1990-04-05	5	4	1990	2432392	2432392	PRESERVED_SPECIMEN	OMNH	OCGR	390	Arg 445			CC0_1_0		Morales, JC; Ojeda, RA			2026-03-05T16:01:12.520Z		GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
894783316	71e82020-f762-11e1-a439-00145eb45e9a	urn:catalog:OMNH:OCGR:393	Animalia	Chordata	Mammalia	Rodentia	Cricetidae	Graomys	Graomys griseoflavus		SPECIES	Graomys griseoflavus (Waterhouse, 1837)	Graomys griseoflavus		AR	Las Tumanas, along Hwy 510 at crossing of Rio Tumanas	San Juan	PRESENT		609765e0-4ce8-11db-b80e-b8a03c50a862	-30.865151	-67.323055							1990-04-05	5	4	1990	2438231	2438231	PRESERVED_SPECIMEN	OMNH	OCGR	393	Arg 448			CC0_1_0		Campbell, ML			2026-03-05T16:01:12.521Z		GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
814376115	f5de707d-eba1-4f1a-b1df-1a7fa27b1bc7		Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Jarava	Jarava scabrifolia		SPECIES	Stipa scabrifolia Torres	Stipa scabrifolia Torres		AR	Pie de Palo	San Juan	PRESENT		b6f05cf0-43ce-11d9-8439-b8a03c50a862	-31.35	-67.94											4133492	7697492	PRESERVED_SPECIMEN	SI	HERB	13434		-		CC_BY_4_0		Kiesling, R.			2026-02-14T05:59:38Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
814376114	f5de707d-eba1-4f1a-b1df-1a7fa27b1bc7		Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Jarava	Jarava scabrifolia		SPECIES	Stipa scabrifolia Torres	Stipa scabrifolia Torres		AR	Pie de Palo	San Juan	PRESENT		b6f05cf0-43ce-11d9-8439-b8a03c50a862	-31.35	-67.94											4133492	7697492	PRESERVED_SPECIMEN	MERL	HERB	472801		-		CC_BY_4_0		Kiesling, R.			2026-02-14T05:59:38.032Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
814375016	f5de707d-eba1-4f1a-b1df-1a7fa27b1bc7		Plantae	Tracheophyta	Magnoliopsida	Solanales	Solanaceae	Solanum	Solanum tweedianum		SPECIES	Solanum tweedianum Hook.	Solanum tweedianum Hook.		AR	Agua Cercada.	San Juan	PRESENT		b6f05cf0-43ce-11d9-8439-b8a03c50a862	-30.8	-67.37											2929721	2929721	PRESERVED_SPECIMEN	SI	HERB	462121		Del Vitto, L. A.		CC_BY_4_0		Haene, E.			2026-02-14T05:59:42.047Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
814367216	f5de707d-eba1-4f1a-b1df-1a7fa27b1bc7		Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Pappostipa	Pappostipa vaginata		SPECIES	Pappostipa vaginata (Phil.) Romasch.	Pappostipa vaginata (Phil.) Romasch. var. vaginata		AR	Pie de Palo, cno. a Mogote Corralitos	San Juan	PRESENT		b6f05cf0-43ce-11d9-8439-b8a03c50a862	-31.38	-67.98											6069207	6069207	PRESERVED_SPECIMEN	MERL	HERB	473098		Cialdella, A. M.		CC_BY_4_0		Kiesling, R.			2026-02-14T05:59:41.756Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH;TAXON_MATCH_HIGHERRANK
814366364	f5de707d-eba1-4f1a-b1df-1a7fa27b1bc7		Plantae	Tracheophyta	Polypodiopsida	Polypodiales	Pteridaceae	Argyrochosma	Argyrochosma tenera	tenera	VARIETY	Notholaena nivea var. tenera (Gillies ex Hook.) Griseb.	Notholaena nivea (Poir.) Desv. var. tenera (Gillies ex Hook.) Griseb.		AR	Sierra de Pie de Palo, camino al Mogote de los Corralitos	San Juan	PRESENT		b6f05cf0-43ce-11d9-8439-b8a03c50a862	-31.32	-67.98											3747459	8203681	PRESERVED_SPECIMEN	SI	HERB	474579		-		CC_BY_4_0		Kiesling, R.			2026-02-14T05:59:38.547Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
814366145	f5de707d-eba1-4f1a-b1df-1a7fa27b1bc7		Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Nassella	Nassella glabripoda	glabripoda	VARIETY	Nassella glabripoda var. glabripoda	Nassella glabripoda Torres var. glabripoda		AR	Pie de Palo, antena de sismología	San Juan	PRESENT		b6f05cf0-43ce-11d9-8439-b8a03c50a862	-31.31	-67.93											6069032	4116919	PRESERVED_SPECIMEN	MERL	HERB	442948		Cialdella, A. M.		CC_BY_4_0		Kiesling, R.			2026-02-14T05:59:39.749Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
814356891	f5de707d-eba1-4f1a-b1df-1a7fa27b1bc7		Plantae	Tracheophyta	Magnoliopsida	Brassicales	Cleomaceae	Tarenaya	Tarenaya cordobensis	cordobensis	VARIETY	Cleome aculeata var. cordobensis (Eichler ex Griseb.) Kuntze	Cleome aculeata L. var. cordobensis (Eichler & Griseb.) Kuntze		AR	Quebrada del río Tumanas.	San Juan	PRESENT		b6f05cf0-43ce-11d9-8439-b8a03c50a862	-30.87	-67.42											3871646	9276889	PRESERVED_SPECIMEN	BAB	HERB	123189		-		CC_BY_4_0		Piccinini, B.			2026-02-14T05:59:45.481Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
768705508	10e44c48-0839-4a20-86d5-f0e23ae2e366	768705508	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Eremapis	Eremapis parvula		SPECIES	Eremapis parvula Ogloblin, 1956	Eremapis parvula	Oglobin 1956	AR	Dept. Caucete, 23 km SW Bermejo	San Juan	PRESENT		1e26a630-7203-11dc-a0d8-b8a03c50a862	-31.7472	-67.8752							1997-10-23	23	10	1997	1341973	1341973	PRESERVED_SPECIMEN	USDA-ARS	BBSL	FDP131127		J.S. Ascher 2011		CC_BY_4_0		M. Irwin, F.D. Parker, S. Roig			2026-03-03T20:39:48.202Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
768705507	10e44c48-0839-4a20-86d5-f0e23ae2e366	768705507	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Eremapis	Eremapis parvula		SPECIES	Eremapis parvula Ogloblin, 1956	Eremapis parvula	Oglobin 1956	AR	Dept. Caucete, 23 km SW Bermejo	San Juan	PRESENT		1e26a630-7203-11dc-a0d8-b8a03c50a862	-31.7472	-67.8752							1997-10-23	23	10	1997	1341973	1341973	PRESERVED_SPECIMEN	USDA-ARS	BBSL	FDP131126		J.S. Ascher 2011		CC_BY_4_0		M. Irwin, F.D. Parker, S. Roig			2026-03-03T20:39:48.213Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
768705506	10e44c48-0839-4a20-86d5-f0e23ae2e366	768705506	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Eremapis	Eremapis parvula		SPECIES	Eremapis parvula Ogloblin, 1956	Eremapis parvula	Oglobin 1956	AR	Dept. Caucete, 23 km SW Bermejo	San Juan	PRESENT		1e26a630-7203-11dc-a0d8-b8a03c50a862	-31.7472	-67.8752							1997-10-23	23	10	1997	1341973	1341973	PRESERVED_SPECIMEN	USDA-ARS	BBSL	FDP131125		J.S. Ascher 2011		CC_BY_4_0		M. Irwin, F.D. Parker, S. Roig			2026-03-03T20:39:48.067Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
768705505	10e44c48-0839-4a20-86d5-f0e23ae2e366	768705505	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Eremapis	Eremapis parvula		SPECIES	Eremapis parvula Ogloblin, 1956	Eremapis parvula	Oglobin 1956	AR	Dept. Caucete, 23 km SW Bermejo	San Juan	PRESENT		1e26a630-7203-11dc-a0d8-b8a03c50a862	-31.7472	-67.8752							1997-10-23	23	10	1997	1341973	1341973	PRESERVED_SPECIMEN	USDA-ARS	BBSL	FDP131124		J.S. Ascher 2011		CC_BY_4_0		M. Irwin, F.D. Parker, S. Roig			2026-03-03T20:39:48.024Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
768705504	10e44c48-0839-4a20-86d5-f0e23ae2e366	768705504	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Eremapis	Eremapis parvula		SPECIES	Eremapis parvula Ogloblin, 1956	Eremapis parvula	Oglobin 1956	AR	Dept. Caucete, 23 km SW Bermejo	San Juan	PRESENT		1e26a630-7203-11dc-a0d8-b8a03c50a862	-31.7472	-67.8752							1997-10-23	23	10	1997	1341973	1341973	PRESERVED_SPECIMEN	USDA-ARS	BBSL	FDP131123		J.S. Ascher 2011		CC_BY_4_0		M. Irwin, F.D. Parker, S. Roig			2026-03-03T20:39:48.199Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
768704656	10e44c48-0839-4a20-86d5-f0e23ae2e366	768704656	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Eremapis	Eremapis parvula		SPECIES	Eremapis parvula Ogloblin, 1956	Eremapis parvula	Oglobin 1956	AR	Dept. Caucete, 23 km SW Bermejo	San Juan	PRESENT		1e26a630-7203-11dc-a0d8-b8a03c50a862	-31.7472	-67.8752							1997-10-23	23	10	1997	1341973	1341973	PRESERVED_SPECIMEN	USDA-ARS	BBSL	BBSL693611		K.T. Huntzinger 2013		CC_BY_4_0		F.D. Parker, M.E. Irwin, S. Roig			2026-03-03T20:39:55.426Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
768704638	10e44c48-0839-4a20-86d5-f0e23ae2e366	768704638	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Eremapis	Eremapis parvula		SPECIES	Eremapis parvula Ogloblin, 1956	Eremapis parvula	Oglobin 1956	AR	Dept. Caucete, 23 km SW Bermejo	San Juan	PRESENT		1e26a630-7203-11dc-a0d8-b8a03c50a862	-31.7472	-67.8752							1997-10-23	23	10	1997	1341973	1341973	PRESERVED_SPECIMEN	USDA-ARS	BBSL	BBSL693593		K.T. Huntzinger 2013		CC_BY_4_0		F.D. Parker, M.E. Irwin, S. Roig			2026-03-03T20:39:54.704Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
730982269	b5cdf794-8fa4-4a85-8b26-755d087bf531	http://coldb.mnhn.fr/catalognumber/mnhn/p/p05621679	Plantae	Tracheophyta	Magnoliopsida	Cucurbitales	Cucurbitaceae	Cucurbitella	Cucurbitella asperata		SPECIES	Cucurbitella asperata (Gillies ex Hook. & Arn.) Walp.	Cucurbitella asperata (Gillies ex Hook.) Walp.	(Gillies ex Hook.) Walp.	AR		San Juan	PRESENT		2cd829bb-b713-433d-99cf-64bef11e5b3e	-31.285	-67.92889							1984-02-16	16	2	1984	5537213	5537213	PRESERVED_SPECIMEN	MNHN	P	P05621679		Cabrera		CC_BY_4_0		Kiesling, R.			2025-11-25T17:23:30.779Z	StillImage	GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
686894117	dce00a1f-f6b4-4e11-9771-92c62c40ad80	bd98cac6-b069-11e3-8cfe-90b11c41863e	Animalia	Chordata	Squamata		Liolaemidae	Liolaemus	Liolaemus sanjuanensis		SPECIES	Liolaemus sanjuanensis Cei, 1982	Liolaemus sanjuanensis		AR	Mogotes, Sierra Pie de Palo	San Juan	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	-31.2833	-67.95							1980-11-11	11	11	1980	2460457	2460457	PRESERVED_SPECIMEN	KU	KUH	187454				CC_BY_4_0			Paratype		2026-03-02T23:02:28.359Z		
686894116	dce00a1f-f6b4-4e11-9771-92c62c40ad80	bd98c6ce-b069-11e3-8cfe-90b11c41863e	Animalia	Chordata	Squamata		Liolaemidae	Liolaemus	Liolaemus sanjuanensis		SPECIES	Liolaemus sanjuanensis Cei, 1982	Liolaemus sanjuanensis		AR	Mogotes, Sierra Pie de Palo	San Juan	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	-31.2833	-67.95							1980-11-11	11	11	1980	2460457	2460457	PRESERVED_SPECIMEN	KU	KUH	187453				CC_BY_4_0			Paratype		2026-03-02T23:02:18.708Z		
686894115	dce00a1f-f6b4-4e11-9771-92c62c40ad80	bd98c2dd-b069-11e3-8cfe-90b11c41863e	Animalia	Chordata	Squamata		Liolaemidae	Liolaemus	Liolaemus sanjuanensis		SPECIES	Liolaemus sanjuanensis Cei, 1982	Liolaemus sanjuanensis		AR	Mogotes, Sierra Pie de Palo	San Juan	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	-31.2833	-67.95							1980-11-11	11	11	1980	2460457	2460457	PRESERVED_SPECIMEN	KU	KUH	187452				CC_BY_4_0			Paratype		2026-03-02T23:02:25.098Z		
686867793	dce00a1f-f6b4-4e11-9771-92c62c40ad80	bc435364-b069-11e3-8cfe-90b11c41863e	Animalia	Chordata	Squamata		Teiidae	Salvator	Salvator rufescens		SPECIES	Tupinambis rufescens Günther, 1871	Tupinambis rufescens		AR	12 km SE Chucuma	San Juan	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	-31.14323	-67.24439							1974-12-06	6	12	1974	2471944	8285095	PRESERVED_SPECIMEN	KU	KUH	161252				CC_BY_4_0					2026-03-02T23:02:18.547Z		
686867792	dce00a1f-f6b4-4e11-9771-92c62c40ad80	bc434f6b-b069-11e3-8cfe-90b11c41863e	Animalia	Chordata	Squamata		Teiidae	Aurivela	Aurivela longicauda		SPECIES	Cnemidophorus longicaudus (Bell, 1843)	Cnemidophorus longicaudus		AR	12 km SE Chucuma	San Juan	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	-31.14323	-67.24439							1974-12-06	6	12	1974	5227503	7850134	PRESERVED_SPECIMEN	KU	KUH	161251				CC_BY_4_0					2026-03-02T23:02:21.621Z		
686867791	dce00a1f-f6b4-4e11-9771-92c62c40ad80	bc433eb5-b069-11e3-8cfe-90b11c41863e	Animalia	Chordata	Squamata		Teiidae	Aurivela	Aurivela longicauda		SPECIES	Cnemidophorus longicaudus (Bell, 1843)	Cnemidophorus longicaudus		AR	12 km SE Chucuma	San Juan	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	-31.14323	-67.24439							1974-12-06	6	12	1974	5227503	7850134	PRESERVED_SPECIMEN	KU	KUH	161250				CC_BY_4_0					2026-03-02T23:02:21.502Z		
686867790	dce00a1f-f6b4-4e11-9771-92c62c40ad80	bc4336f7-b069-11e3-8cfe-90b11c41863e	Animalia	Chordata	Squamata		Teiidae	Aurivela	Aurivela longicauda		SPECIES	Cnemidophorus longicaudus (Bell, 1843)	Cnemidophorus longicaudus		AR	12 km SE Chucuma	San Juan	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	-31.14323	-67.24439							1974-12-06	6	12	1974	5227503	7850134	PRESERVED_SPECIMEN	KU	KUH	161249				CC_BY_4_0					2026-03-02T23:02:24.992Z		
686867789	dce00a1f-f6b4-4e11-9771-92c62c40ad80	bc432f3a-b069-11e3-8cfe-90b11c41863e	Animalia	Chordata	Squamata		Teiidae	Aurivela	Aurivela longicauda		SPECIES	Cnemidophorus longicaudus (Bell, 1843)	Cnemidophorus longicaudus		AR	12 km SE Chucuma	San Juan	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	-31.14323	-67.24439							1974-12-06	6	12	1974	5227503	7850134	PRESERVED_SPECIMEN	KU	KUH	161248				CC_BY_4_0					2026-03-02T23:02:21.644Z		
686867788	dce00a1f-f6b4-4e11-9771-92c62c40ad80	bc432641-b069-11e3-8cfe-90b11c41863e	Animalia	Chordata	Squamata		Teiidae	Aurivela	Aurivela longicauda		SPECIES	Cnemidophorus longicaudus (Bell, 1843)	Cnemidophorus longicaudus		AR	12 km SE Chucuma	San Juan	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	-31.14323	-67.24439							1974-12-06	6	12	1974	5227503	7850134	PRESERVED_SPECIMEN	KU	KUH	161247				CC_BY_4_0					2026-03-02T23:02:18.437Z		
686867787	dce00a1f-f6b4-4e11-9771-92c62c40ad80	bc4321a1-b069-11e3-8cfe-90b11c41863e	Animalia	Chordata	Squamata		Teiidae	Aurivela	Aurivela longicauda		SPECIES	Cnemidophorus longicaudus (Bell, 1843)	Cnemidophorus longicaudus		AR	12 km SE Chucuma	San Juan	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	-31.14323	-67.24439							1974-12-06	6	12	1974	5227503	7850134	PRESERVED_SPECIMEN	KU	KUH	161246				CC_BY_4_0					2026-03-02T23:02:29.336Z		
686867786	dce00a1f-f6b4-4e11-9771-92c62c40ad80	bc4319e7-b069-11e3-8cfe-90b11c41863e	Animalia	Chordata	Squamata		Teiidae	Aurivela	Aurivela longicauda		SPECIES	Cnemidophorus longicaudus (Bell, 1843)	Cnemidophorus longicaudus		AR	12 km SE Chucuma	San Juan	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	-31.14323	-67.24439							1974-12-06	6	12	1974	5227503	7850134	PRESERVED_SPECIMEN	KU	KUH	161245				CC_BY_4_0					2026-03-02T23:02:23.959Z		
686867571	dce00a1f-f6b4-4e11-9771-92c62c40ad80	bc3e356c-b069-11e3-8cfe-90b11c41863e	Animalia	Chordata	Squamata		Liolaemidae	Liolaemus	Liolaemus darwinii		SPECIES	Liolaemus darwinii (Bell, 1843)	Liolaemus darwinii		AR	12 km SE Chucama	San Juan	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	-31.14323	-67.24439							1974-12-06	6	12	1974	2460262	2460262	PRESERVED_SPECIMEN	KU	KUH	161034				CC_BY_4_0					2026-03-02T23:02:18.456Z		
686867570	dce00a1f-f6b4-4e11-9771-92c62c40ad80	bc3e2def-b069-11e3-8cfe-90b11c41863e	Animalia	Chordata	Squamata		Liolaemidae	Liolaemus	Liolaemus darwinii		SPECIES	Liolaemus darwinii (Bell, 1843)	Liolaemus darwinii		AR	12 km SE Chucama	San Juan	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	-31.14323	-67.24439							1974-12-06	6	12	1974	2460262	2460262	PRESERVED_SPECIMEN	KU	KUH	161033				CC_BY_4_0					2026-03-02T23:02:23.205Z		
